"","SEX","age2","ftyr","inc_bucket","college","race2","marital_status","urbanicity","total"
"1944","Female","Gen X","full-time year-round worker","low_income","college","White","Married","suburban",7128
"1945","Male","Boomers","not ftyr","low_income","college","Non-white","Married","rural",7096
"1946","Female","Gen Z","not ftyr","upper_middle_income","non-college","White","Married","rural",7053
"1947","Male","Silent","not ftyr","upper_middle_income","college","Non-white","Married","rural",7037
"1948","Male","Millennial","not ftyr","high_income","non-college","White","Married","urban",7018
"1949","Female","Millennial","not ftyr","upper_middle_income","college","Non-white","Divorced/separated/widowed","suburban",6989
"1950","Female","Gen Z","full-time year-round worker","high_income","non-college","Non-white","Never married","suburban",6980
"1951","Female","Gen X","not ftyr","NA","non-college","Non-white","Divorced/separated/widowed","urban",6978
"1952","Male","Gen X","not ftyr","high_income","non-college","White","Never married","rural",6948
"1953","Male","Gen X","not ftyr","upper_middle_income","college","Non-white","Married","rural",6914
"1954","Female","Gen X","full-time year-round worker","low_income","college","White","Divorced/separated/widowed","urban",6907
"1955","Female","Boomers","not ftyr","NA","non-college","Non-white","Divorced/separated/widowed","rural",6891
"1956","Male","Boomers","not ftyr","high_income","non-college","Non-white","Married","rural",6888
"1957","Female","Millennial","not ftyr","low_income","college","White","Divorced/separated/widowed","rural",6874
"1958","Female","Boomers","full-time year-round worker","upper_middle_income","college","Non-white","Divorced/separated/widowed","rural",6870
"1959","Female","Millennial","not ftyr","NA","college","White","Never married","urban",6860
"1960","Female","Silent","not ftyr","NA","non-college","Non-white","Never married","suburban",6819
"1961","Female","Boomers","full-time year-round worker","low_income","college","Non-white","Divorced/separated/widowed","urban",6811
"1962","Female","Silent","not ftyr","upper_middle_income","non-college","White","Never married","urban",6776
"1963","Male","Silent","full-time year-round worker","high_income","non-college","White","Married","rural",6756
"1964","Female","Gen X","not ftyr","high_income","non-college","White","Divorced/separated/widowed","urban",6750
"1965","Female","Gen X","not ftyr","upper_middle_income","college","White","Never married","rural",6745
"1966","Male","Gen X","full-time year-round worker","middle_income","college","Non-white","Never married","rural",6744
"1967","Female","Boomers","full-time year-round worker","high_income","non-college","Non-white","Never married","suburban",6698
"1968","Female","Silent","full-time year-round worker","upper_middle_income","college","White","Divorced/separated/widowed","suburban",6697
"1969","Female","Millennial","full-time year-round worker","high_income","non-college","Non-white","Divorced/separated/widowed","urban",6695
"1970","Male","Gen X","full-time year-round worker","high_income","college","White","Never married","rural",6653
"1971","Female","Gen X","full-time year-round worker","low_income","college","Non-white","Married","urban",6646
"1972","Male","Gen X","full-time year-round worker","middle_income","college","Non-white","Divorced/separated/widowed","rural",6635
"1973","Male","Boomers","full-time year-round worker","upper_middle_income","non-college","Non-white","Never married","rural",6630
"1974","Female","Gen X","not ftyr","high_income","non-college","White","Never married","urban",6630
"1975","Male","Millennial","full-time year-round worker","low_income","college","White","Married","urban",6599
"1976","Female","Gen Z","full-time year-round worker","low_income","non-college","Non-white","Never married","rural",6593
"1977","Female","Millennial","not ftyr","upper_middle_income","college","Non-white","Divorced/separated/widowed","urban",6575
"1978","Male","Boomers","not ftyr","low_income","college","Non-white","Divorced/separated/widowed","rural",6571
"1979","Female","Millennial","full-time year-round worker","low_income","college","Non-white","Never married","rural",6558
"1980","Male","Boomers","not ftyr","high_income","non-college","Non-white","Never married","suburban",6548
"1981","Female","Boomers","not ftyr","high_income","non-college","Non-white","Never married","suburban",6524
"1982","Female","Silent","full-time year-round worker","upper_middle_income","non-college","White","Divorced/separated/widowed","urban",6506
"1983","Female","Silent","full-time year-round worker","upper_middle_income","college","White","Married","suburban",6484
"1984","Female","Millennial","not ftyr","low_income","college","White","Divorced/separated/widowed","urban",6479
"1985","Male","Silent","not ftyr","NA","non-college","Non-white","Never married","suburban",6450
"1986","Male","Silent","not ftyr","upper_middle_income","non-college","Non-white","Divorced/separated/widowed","rural",6442
"1987","Male","Boomers","not ftyr","NA","non-college","White","Married","urban",6434
"1988","Male","Silent","full-time year-round worker","high_income","college","Non-white","Married","suburban",6417
"1989","Male","Boomers","not ftyr","middle_income","college","Non-white","Divorced/separated/widowed","rural",6391
"1990","Male","Silent","full-time year-round worker","upper_middle_income","college","White","Divorced/separated/widowed","suburban",6367
"1991","Male","Silent","not ftyr","high_income","college","White","Divorced/separated/widowed","rural",6341
"1992","Female","Millennial","not ftyr","middle_income","college","White","Divorced/separated/widowed","rural",6336
"1993","Male","Millennial","not ftyr","upper_middle_income","college","White","Divorced/separated/widowed","suburban",6327
"1994","Female","Millennial","not ftyr","upper_middle_income","college","White","Divorced/separated/widowed","urban",6282
"1995","Female","Silent","not ftyr","middle_income","college","Non-white","Never married","urban",6245
"1996","Female","Gen Z","not ftyr","upper_middle_income","non-college","Non-white","Married","urban",6244
"1997","Female","Millennial","full-time year-round worker","low_income","college","Non-white","Married","suburban",6244
"1998","Female","Gen X","not ftyr","low_income","college","Non-white","Divorced/separated/widowed","rural",6216
"1999","Female","Gen X","not ftyr","high_income","non-college","White","Divorced/separated/widowed","rural",6214
"2000","Male","Gen Z","full-time year-round worker","NA","non-college","Non-white","Never married","urban",6196
"2001","Male","Gen Z","not ftyr","middle_income","non-college","Non-white","Married","suburban",6194
"2002","Male","Silent","full-time year-round worker","middle_income","non-college","White","Married","urban",6188
"2003","Female","Millennial","not ftyr","high_income","non-college","Non-white","Divorced/separated/widowed","suburban",6179
"2004","Male","Gen X","full-time year-round worker","low_income","college","Non-white","Never married","suburban",6159
"2005","Female","Gen Z","full-time year-round worker","middle_income","non-college","White","Married","suburban",6148
"2006","Male","Boomers","not ftyr","NA","college","White","Never married","suburban",6129
"2007","Male","Gen X","full-time year-round worker","upper_middle_income","college","Non-white","Never married","rural",6112
"2008","Female","Millennial","full-time year-round worker","high_income","non-college","Non-white","Never married","rural",6067
"2009","Female","Silent","full-time year-round worker","middle_income","non-college","Non-white","Divorced/separated/widowed","suburban",6067
"2010","Male","Silent","not ftyr","upper_middle_income","non-college","Non-white","Never married","urban",6029
"2011","Female","Silent","full-time year-round worker","middle_income","non-college","Non-white","Divorced/separated/widowed","urban",6028
"2012","Female","Silent","not ftyr","middle_income","non-college","Non-white","Never married","rural",6004
"2013","Male","Boomers","full-time year-round worker","low_income","college","White","Divorced/separated/widowed","urban",5996
"2014","Male","Boomers","not ftyr","upper_middle_income","non-college","Non-white","Never married","rural",5984
"2015","Male","Gen X","not ftyr","high_income","non-college","White","Divorced/separated/widowed","rural",5960
"2016","Female","Boomers","not ftyr","NA","non-college","Non-white","Never married","rural",5959
"2017","Female","Silent","not ftyr","low_income","college","White","Never married","rural",5946
"2018","Male","Gen Z","full-time year-round worker","middle_income","non-college","Non-white","Married","suburban",5935
"2019","Male","Millennial","full-time year-round worker","high_income","non-college","White","Divorced/separated/widowed","rural",5920
"2020","Male","Silent","not ftyr","NA","college","White","Divorced/separated/widowed","urban",5919
"2021","Male","Boomers","full-time year-round worker","low_income","college","White","Divorced/separated/widowed","rural",5909
"2022","Female","Millennial","not ftyr","NA","college","White","Never married","suburban",5905
"2023","Male","Gen X","not ftyr","high_income","college","White","Divorced/separated/widowed","urban",5901
"2024","Male","Millennial","full-time year-round worker","NA","college","White","Never married","suburban",5897
"2025","Male","Silent","not ftyr","middle_income","college","White","Never married","rural",5876
"2026","Female","Millennial","full-time year-round worker","high_income","college","Non-white","Married","rural",5874
"2027","Male","Gen Z","not ftyr","low_income","non-college","Non-white","Married","suburban",5869
"2028","Female","Gen X","not ftyr","low_income","college","Non-white","Never married","rural",5853
"2029","Female","Boomers","full-time year-round worker","low_income","college","White","Married","suburban",5842
"2030","Male","Gen X","not ftyr","upper_middle_income","college","White","Divorced/separated/widowed","rural",5828
"2031","Male","Silent","not ftyr","NA","college","White","Married","rural",5803
"2032","Female","Silent","not ftyr","NA","non-college","Non-white","Married","suburban",5766
"2033","Female","Gen Z","not ftyr","middle_income","non-college","Non-white","Married","rural",5733
"2034","Female","Silent","not ftyr","NA","non-college","Non-white","Married","urban",5704
"2035","Male","Millennial","not ftyr","NA","non-college","Non-white","Divorced/separated/widowed","urban",5700
"2036","Male","Millennial","not ftyr","middle_income","college","Non-white","Married","rural",5685
"2037","Male","Boomers","full-time year-round worker","low_income","college","White","Never married","urban",5678
"2038","Female","Millennial","not ftyr","high_income","non-college","Non-white","Married","rural",5645
"2039","Female","Silent","not ftyr","NA","college","White","Never married","rural",5640
"2040","Male","Silent","not ftyr","NA","college","White","Married","urban",5639
"2041","Female","Gen X","not ftyr","NA","non-college","White","Divorced/separated/widowed","urban",5633
"2042","Female","Millennial","not ftyr","NA","college","Non-white","Never married","suburban",5631
"2043","Male","Silent","full-time year-round worker","high_income","non-college","White","Married","urban",5630
"2044","Female","Gen Z","not ftyr","low_income","non-college","Non-white","Married","rural",5591
"2045","Female","Millennial","full-time year-round worker","high_income","college","Non-white","Divorced/separated/widowed","suburban",5565
"2046","Female","Millennial","not ftyr","NA","non-college","Non-white","Married","suburban",5534
"2047","Female","Silent","full-time year-round worker","high_income","college","White","Married","suburban",5533
"2048","Male","Silent","not ftyr","low_income","college","White","Never married","rural",5517
"2049","Female","Silent","full-time year-round worker","upper_middle_income","non-college","White","Divorced/separated/widowed","rural",5510
"2050","Female","Silent","not ftyr","low_income","college","Non-white","Never married","urban",5504
"2051","Male","Millennial","not ftyr","upper_middle_income","non-college","Non-white","Divorced/separated/widowed","rural",5501
"2052","Female","Millennial","full-time year-round worker","middle_income","college","Non-white","Divorced/separated/widowed","rural",5475
"2053","Female","Millennial","not ftyr","NA","non-college","White","Married","suburban",5466
"2054","Male","Gen X","not ftyr","high_income","non-college","White","Divorced/separated/widowed","urban",5464
"2055","Female","Gen X","full-time year-round worker","low_income","college","White","Never married","rural",5447
"2056","Male","Boomers","not ftyr","upper_middle_income","college","Non-white","Never married","suburban",5443
"2057","Male","Boomers","full-time year-round worker","low_income","college","White","Married","urban",5440
"2058","Female","Silent","not ftyr","middle_income","college","Non-white","Married","rural",5437
"2059","Female","Boomers","not ftyr","NA","college","White","Divorced/separated/widowed","suburban",5419
"2060","Male","Silent","not ftyr","NA","college","White","Divorced/separated/widowed","rural",5414
"2061","Male","Gen X","full-time year-round worker","upper_middle_income","college","Non-white","Divorced/separated/widowed","rural",5402
"2062","Male","Silent","full-time year-round worker","high_income","college","White","Divorced/separated/widowed","suburban",5380
"2063","Female","Boomers","not ftyr","upper_middle_income","non-college","Non-white","Never married","rural",5370
"2064","Male","Gen Z","not ftyr","low_income","non-college","White","Married","rural",5358
"2065","Male","Boomers","not ftyr","high_income","college","Non-white","Divorced/separated/widowed","suburban",5343
"2066","Female","Silent","full-time year-round worker","high_income","non-college","White","Married","suburban",5341
"2067","Male","Gen X","full-time year-round worker","NA","non-college","White","Divorced/separated/widowed","suburban",5328
"2068","Female","Gen X","not ftyr","middle_income","college","Non-white","Never married","rural",5327
"2069","Female","Millennial","not ftyr","high_income","college","White","Divorced/separated/widowed","suburban",5316
"2070","Female","Silent","full-time year-round worker","middle_income","college","White","Divorced/separated/widowed","suburban",5310
"2071","Male","Boomers","not ftyr","high_income","college","Non-white","Married","rural",5294
"2072","Female","Gen X","not ftyr","NA","non-college","Non-white","Divorced/separated/widowed","rural",5242
"2073","Male","Gen Z","full-time year-round worker","middle_income","non-college","White","Married","rural",5238
"2074","Female","Boomers","not ftyr","NA","college","White","Never married","suburban",5236
"2075","Female","Gen X","not ftyr","NA","non-college","White","Married","suburban",5215
"2076","Male","Millennial","full-time year-round worker","high_income","non-college","White","Divorced/separated/widowed","urban",5213
"2077","Male","Gen X","full-time year-round worker","NA","non-college","White","Divorced/separated/widowed","rural",5169
"2078","Male","Silent","full-time year-round worker","middle_income","college","White","Married","rural",5109
"2079","Female","Gen X","not ftyr","middle_income","college","Non-white","Divorced/separated/widowed","rural",5109
"2080","Male","Silent","not ftyr","upper_middle_income","non-college","White","Never married","urban",5107
"2081","Male","Gen X","full-time year-round worker","NA","non-college","Non-white","Married","suburban",5099
"2082","Female","Boomers","not ftyr","high_income","non-college","White","Never married","urban",5098
"2083","Male","Gen X","not ftyr","high_income","college","Non-white","Never married","suburban",5087
"2084","Male","Silent","full-time year-round worker","upper_middle_income","college","Non-white","Married","suburban",5068
"2085","Male","Boomers","full-time year-round worker","high_income","non-college","Non-white","Never married","suburban",5062
"2086","Male","Gen Z","not ftyr","middle_income","non-college","White","Married","suburban",5054
"2087","Male","Boomers","not ftyr","high_income","college","Non-white","Divorced/separated/widowed","urban",5040
"2088","Male","Gen X","full-time year-round worker","low_income","college","Non-white","Divorced/separated/widowed","urban",5033
"2089","Male","Gen Z","not ftyr","upper_middle_income","non-college","White","Married","suburban",5012
"2090","Female","Boomers","full-time year-round worker","high_income","college","Non-white","Never married","suburban",5008
"2091","Female","Millennial","full-time year-round worker","NA","non-college","Non-white","Never married","urban",4997
"2092","Male","Boomers","not ftyr","NA","college","White","Divorced/separated/widowed","rural",4985
"2093","Male","Silent","not ftyr","high_income","college","Non-white","Divorced/separated/widowed","suburban",4967
"2094","Male","Millennial","full-time year-round worker","high_income","college","Non-white","Married","rural",4957
"2095","Male","Gen X","full-time year-round worker","NA","non-college","White","Never married","suburban",4951
"2096","Male","Millennial","full-time year-round worker","high_income","college","Non-white","Divorced/separated/widowed","urban",4945
"2097","Male","Silent","full-time year-round worker","high_income","college","Non-white","Married","urban",4902
"2098","Female","Millennial","not ftyr","NA","non-college","Non-white","Divorced/separated/widowed","suburban",4894
"2099","Male","Gen X","full-time year-round worker","low_income","college","White","Divorced/separated/widowed","urban",4869
"2100","Female","Gen X","not ftyr","high_income","college","Non-white","Divorced/separated/widowed","urban",4854
"2101","Male","Gen X","full-time year-round worker","low_income","college","White","Never married","rural",4845
"2102","Female","Boomers","full-time year-round worker","upper_middle_income","non-college","Non-white","Never married","rural",4820
"2103","Male","Gen X","full-time year-round worker","high_income","non-college","Non-white","Never married","rural",4809
"2104","Female","Boomers","full-time year-round worker","high_income","non-college","White","Never married","urban",4800
"2105","Male","Gen X","full-time year-round worker","NA","non-college","Non-white","Divorced/separated/widowed","suburban",4797
"2106","Female","Millennial","full-time year-round worker","low_income","college","Non-white","Divorced/separated/widowed","suburban",4760
"2107","Female","Silent","not ftyr","middle_income","college","Non-white","Never married","suburban",4760
"2108","Male","Silent","not ftyr","NA","college","White","Never married","suburban",4716
"2109","Male","Millennial","full-time year-round worker","low_income","non-college","White","Divorced/separated/widowed","urban",4710
"2110","Female","Gen X","not ftyr","high_income","college","Non-white","Divorced/separated/widowed","suburban",4710
"2111","Male","Gen X","full-time year-round worker","low_income","college","Non-white","Divorced/separated/widowed","suburban",4688
"2112","Female","Boomers","not ftyr","high_income","college","Non-white","Never married","urban",4672
"2113","Male","Silent","full-time year-round worker","upper_middle_income","college","Non-white","Married","urban",4670
"2114","Female","Silent","full-time year-round worker","upper_middle_income","college","White","Divorced/separated/widowed","urban",4602
"2115","Male","Gen Z","full-time year-round worker","high_income","non-college","White","Never married","urban",4596
"2116","Female","Gen Z","full-time year-round worker","low_income","non-college","White","Never married","urban",4557
"2117","Male","Millennial","full-time year-round worker","low_income","college","Non-white","Never married","rural",4552
"2118","Female","Gen X","not ftyr","high_income","college","Non-white","Never married","suburban",4552
"2119","Female","Silent","not ftyr","high_income","non-college","White","Never married","suburban",4546
"2120","Female","Gen Z","full-time year-round worker","middle_income","non-college","White","Married","rural",4537
"2121","Male","Gen Z","not ftyr","low_income","non-college","White","Married","suburban",4526
"2122","Male","Silent","full-time year-round worker","upper_middle_income","non-college","White","Divorced/separated/widowed","rural",4498
"2123","Male","Millennial","not ftyr","NA","college","White","Never married","rural",4478
"2124","Female","Millennial","full-time year-round worker","low_income","college","Non-white","Married","urban",4471
"2125","Male","Boomers","not ftyr","high_income","non-college","White","Never married","rural",4467
"2126","Female","Millennial","not ftyr","NA","non-college","White","Married","rural",4435
"2127","Female","Gen X","full-time year-round worker","high_income","college","White","Never married","rural",4416
"2128","Male","Gen Z","not ftyr","middle_income","non-college","White","Married","rural",4405
"2129","Female","Silent","full-time year-round worker","high_income","non-college","White","Divorced/separated/widowed","suburban",4374
"2130","Male","Millennial","full-time year-round worker","NA","non-college","Non-white","Married","rural",4362
"2131","Female","Millennial","full-time year-round worker","high_income","non-college","White","Divorced/separated/widowed","urban",4355
"2132","Female","Gen Z","full-time year-round worker","high_income","non-college","Non-white","Never married","urban",4350
"2133","Male","Millennial","not ftyr","low_income","college","Non-white","Married","rural",4349
"2134","Female","Silent","full-time year-round worker","upper_middle_income","non-college","Non-white","Divorced/separated/widowed","urban",4347
"2135","Female","Silent","not ftyr","high_income","non-college","Non-white","Divorced/separated/widowed","rural",4342
"2136","Male","Millennial","not ftyr","low_income","college","White","Divorced/separated/widowed","suburban",4335
"2137","Male","Gen Z","full-time year-round worker","low_income","non-college","White","Never married","urban",4331
"2138","Female","Silent","not ftyr","upper_middle_income","college","Non-white","Married","rural",4327
"2139","Male","Gen X","full-time year-round worker","NA","non-college","Non-white","Divorced/separated/widowed","rural",4309
"2140","Male","Millennial","not ftyr","high_income","non-college","Non-white","Divorced/separated/widowed","suburban",4286
"2141","Male","Millennial","full-time year-round worker","high_income","college","Non-white","Divorced/separated/widowed","suburban",4275
"2142","Female","Millennial","full-time year-round worker","low_income","college","White","Married","urban",4212
"2143","Male","Silent","full-time year-round worker","high_income","college","White","Divorced/separated/widowed","urban",4210
"2144","Female","Gen Z","full-time year-round worker","NA","non-college","White","Never married","rural",4195
"2145","Male","Gen X","full-time year-round worker","NA","non-college","Non-white","Married","rural",4174
"2146","Female","Boomers","not ftyr","upper_middle_income","college","Non-white","Divorced/separated/widowed","rural",4174
"2147","Male","Boomers","full-time year-round worker","high_income","non-college","White","Never married","rural",4167
"2148","Male","Gen X","full-time year-round worker","low_income","college","White","Divorced/separated/widowed","rural",4160
"2149","Female","Boomers","not ftyr","NA","non-college","White","Married","urban",4131
"2150","Male","Boomers","full-time year-round worker","low_income","college","Non-white","Divorced/separated/widowed","suburban",4123
"2151","Male","Gen Z","not ftyr","upper_middle_income","non-college","Non-white","Married","suburban",4120
"2152","Male","Boomers","full-time year-round worker","upper_middle_income","college","Non-white","Divorced/separated/widowed","rural",4107
"2153","Male","Silent","not ftyr","high_income","college","White","Never married","suburban",4096
"2154","Female","Silent","full-time year-round worker","low_income","non-college","White","Divorced/separated/widowed","suburban",4095
"2155","Male","Boomers","full-time year-round worker","low_income","college","Non-white","Divorced/separated/widowed","urban",4094
"2156","Female","Silent","not ftyr","NA","college","Non-white","Divorced/separated/widowed","urban",4094
"2157","Female","Millennial","full-time year-round worker","high_income","non-college","Non-white","Married","rural",4077
"2158","Male","Boomers","full-time year-round worker","middle_income","college","Non-white","Divorced/separated/widowed","rural",4062
"2159","Female","Millennial","not ftyr","high_income","non-college","Non-white","Divorced/separated/widowed","urban",4056
"2160","Female","Gen X","full-time year-round worker","low_income","college","White","Married","rural",4047
"2161","Female","Gen X","not ftyr","NA","non-college","Non-white","Married","suburban",4043
"2162","Female","Silent","not ftyr","high_income","college","White","Never married","suburban",4042
"2163","Female","Boomers","not ftyr","middle_income","college","Non-white","Never married","rural",4037
"2164","Male","Millennial","not ftyr","middle_income","college","Non-white","Divorced/separated/widowed","urban",4035
"2165","Female","Silent","full-time year-round worker","low_income","non-college","White","Divorced/separated/widowed","rural",4031
"2166","Male","Millennial","full-time year-round worker","NA","non-college","White","Married","rural",4025
"2167","Female","Millennial","full-time year-round worker","low_income","college","Non-white","Divorced/separated/widowed","urban",3997
"2168","Female","Millennial","not ftyr","upper_middle_income","college","White","Divorced/separated/widowed","rural",3996
"2169","Male","Millennial","full-time year-round worker","high_income","college","Non-white","Never married","rural",3990
"2170","Male","Silent","full-time year-round worker","middle_income","non-college","Non-white","Divorced/separated/widowed","suburban",3990
"2171","Male","Millennial","full-time year-round worker","NA","college","Non-white","Never married","suburban",3977
"2172","Female","Boomers","full-time year-round worker","low_income","college","White","Never married","urban",3965
"2173","Male","Millennial","not ftyr","NA","college","Non-white","Never married","rural",3959
"2174","Female","Silent","full-time year-round worker","upper_middle_income","non-college","White","Married","urban",3954
"2175","Male","Boomers","full-time year-round worker","high_income","college","Non-white","Never married","suburban",3951
"2176","Female","Gen X","not ftyr","NA","non-college","White","Married","rural",3939
"2177","Male","Boomers","not ftyr","NA","college","White","Never married","urban",3936
"2178","Female","Millennial","full-time year-round worker","high_income","non-college","White","Divorced/separated/widowed","rural",3932
"2179","Male","Gen X","full-time year-round worker","NA","non-college","Non-white","Never married","urban",3929
"2180","Female","Millennial","full-time year-round worker","low_income","college","White","Married","rural",3924
"2181","Female","Boomers","not ftyr","high_income","non-college","Non-white","Divorced/separated/widowed","rural",3921
"2182","Male","Millennial","not ftyr","upper_middle_income","college","White","Divorced/separated/widowed","urban",3902
"2183","Female","Millennial","full-time year-round worker","high_income","college","Non-white","Never married","rural",3891
"2184","Male","Silent","not ftyr","low_income","college","Non-white","Never married","urban",3887
"2185","Male","Millennial","not ftyr","NA","non-college","White","Divorced/separated/widowed","urban",3885
"2186","Male","Millennial","not ftyr","upper_middle_income","college","Non-white","Divorced/separated/widowed","suburban",3858
"2187","Female","Boomers","not ftyr","low_income","college","Non-white","Never married","rural",3853
"2188","Male","Gen Z","not ftyr","low_income","non-college","Non-white","Married","urban",3851
"2189","Female","Boomers","not ftyr","NA","non-college","Non-white","Married","suburban",3851
"2190","Female","Silent","not ftyr","high_income","non-college","Non-white","Never married","urban",3834
"2191","Male","Silent","full-time year-round worker","middle_income","non-college","Non-white","Divorced/separated/widowed","urban",3828
"2192","Female","Silent","not ftyr","upper_middle_income","non-college","White","Never married","rural",3818
"2193","Female","Gen Z","full-time year-round worker","middle_income","non-college","Non-white","Married","suburban",3799
"2194","Female","Silent","not ftyr","upper_middle_income","college","Non-white","Never married","urban",3789
"2195","Female","Boomers","full-time year-round worker","middle_income","college","Non-white","Never married","rural",3781
"2196","Female","Millennial","not ftyr","NA","non-college","Non-white","Married","urban",3780
"2197","Male","Boomers","not ftyr","NA","college","White","Married","suburban",3770
"2198","Male","Millennial","not ftyr","middle_income","college","Non-white","Divorced/separated/widowed","suburban",3769
"2199","Female","Millennial","not ftyr","high_income","non-college","White","Divorced/separated/widowed","rural",3767
"2200","Male","Silent","not ftyr","high_income","college","White","Never married","urban",3759
"2201","Male","Gen X","not ftyr","low_income","college","Non-white","Married","rural",3757
"2202","Female","Gen Z","full-time year-round worker","high_income","non-college","White","Never married","rural",3754
"2203","Male","Millennial","not ftyr","middle_income","college","White","Divorced/separated/widowed","urban",3746
"2204","Male","Silent","full-time year-round worker","middle_income","college","White","Divorced/separated/widowed","suburban",3745
"2205","Male","Gen Z","not ftyr","middle_income","non-college","Non-white","Married","urban",3732
"2206","Female","Silent","not ftyr","NA","college","Non-white","Divorced/separated/widowed","suburban",3732
"2207","Female","Boomers","full-time year-round worker","low_income","college","Non-white","Married","suburban",3727
"2208","Male","Boomers","not ftyr","NA","college","White","Divorced/separated/widowed","urban",3722
"2209","Female","Silent","full-time year-round worker","high_income","college","White","Married","urban",3717
"2210","Male","Silent","not ftyr","NA","college","White","Never married","urban",3715
"2211","Female","Millennial","full-time year-round worker","NA","non-college","White","Never married","rural",3708
"2212","Male","Millennial","not ftyr","high_income","non-college","Non-white","Divorced/separated/widowed","urban",3695
"2213","Female","Gen Z","full-time year-round worker","NA","non-college","White","Never married","urban",3673
"2214","Female","Millennial","not ftyr","high_income","college","Non-white","Married","rural",3669
"2215","Female","Gen X","not ftyr","NA","non-college","Non-white","Married","urban",3663
"2216","Male","Gen Z","full-time year-round worker","low_income","non-college","Non-white","Married","suburban",3657
"2217","Male","Millennial","full-time year-round worker","NA","non-college","Non-white","Married","urban",3657
"2218","Male","Gen X","not ftyr","NA","college","White","Never married","suburban",3634
"2219","Female","Millennial","full-time year-round worker","low_income","college","White","Divorced/separated/widowed","rural",3615
"2220","Female","Silent","full-time year-round worker","upper_middle_income","non-college","Non-white","Divorced/separated/widowed","suburban",3601
"2221","Male","Silent","not ftyr","high_income","college","Non-white","Divorced/separated/widowed","urban",3590
"2222","Male","Silent","not ftyr","upper_middle_income","non-college","White","Never married","rural",3586
"2223","Male","Silent","not ftyr","NA","non-college","Non-white","Married","rural",3572
"2224","Female","Silent","full-time year-round worker","upper_middle_income","non-college","Non-white","Married","urban",3558
"2225","Male","Gen X","not ftyr","NA","college","White","Divorced/separated/widowed","rural",3549
"2226","Male","Gen X","not ftyr","NA","non-college","White","Married","urban",3548
"2227","Female","Millennial","not ftyr","high_income","non-college","White","Divorced/separated/widowed","urban",3547
"2228","Male","Millennial","not ftyr","high_income","college","White","Married","rural",3541
"2229","Male","Boomers","not ftyr","low_income","college","Non-white","Never married","rural",3540
"2230","Male","Millennial","full-time year-round worker","NA","non-college","White","Divorced/separated/widowed","suburban",3539
"2231","Male","Silent","full-time year-round worker","upper_middle_income","college","White","Divorced/separated/widowed","urban",3534
"2232","Female","Gen X","full-time year-round worker","high_income","non-college","White","Never married","rural",3521
"2233","Female","Boomers","full-time year-round worker","low_income","college","Non-white","Never married","suburban",3519
"2234","Female","Boomers","full-time year-round worker","low_income","college","Non-white","Never married","urban",3508
"2235","Female","Boomers","not ftyr","NA","non-college","Non-white","Married","urban",3501
"2236","Male","Silent","full-time year-round worker","high_income","non-college","Non-white","Married","urban",3490
"2237","Male","Boomers","full-time year-round worker","low_income","college","White","Never married","rural",3480
"2238","Male","Millennial","not ftyr","NA","non-college","White","Married","urban",3468
"2239","Female","Gen Z","not ftyr","middle_income","non-college","White","Married","urban",3423
"2240","Female","Silent","not ftyr","upper_middle_income","college","White","Never married","rural",3418
"2241","Female","Gen X","full-time year-round worker","low_income","college","Non-white","Divorced/separated/widowed","rural",3411
"2242","Female","Gen Z","not ftyr","low_income","non-college","White","Married","urban",3404
"2243","Female","Boomers","full-time year-round worker","low_income","college","Non-white","Married","urban",3391
"2244","Female","Millennial","full-time year-round worker","upper_middle_income","college","Non-white","Divorced/separated/widowed","rural",3379
"2245","Male","Millennial","not ftyr","high_income","college","Non-white","Never married","rural",3367
"2246","Male","Gen X","full-time year-round worker","NA","non-college","White","Never married","rural",3353
"2247","Male","Millennial","full-time year-round worker","NA","non-college","Non-white","Divorced/separated/widowed","suburban",3344
"2248","Female","Boomers","not ftyr","NA","college","White","Never married","urban",3343
"2249","Female","Boomers","full-time year-round worker","low_income","college","White","Never married","rural",3323
"2250","Female","Boomers","full-time year-round worker","low_income","college","White","Married","rural",3314
"2251","Female","Millennial","full-time year-round worker","NA","non-college","White","Never married","urban",3299
"2252","Male","Millennial","not ftyr","low_income","college","Non-white","Divorced/separated/widowed","suburban",3282
"2253","Male","Silent","not ftyr","NA","non-college","Non-white","Never married","rural",3282
"2254","Female","Silent","not ftyr","NA","college","White","Married","urban",3281
"2255","Male","Silent","not ftyr","high_income","non-college","White","Never married","suburban",3237
"2256","Male","Gen X","not ftyr","NA","college","White","Divorced/separated/widowed","suburban",3234
"2257","Male","Silent","not ftyr","middle_income","college","Non-white","Divorced/separated/widowed","rural",3233
"2258","Male","Silent","full-time year-round worker","high_income","non-college","White","Divorced/separated/widowed","suburban",3232
"2259","Male","Silent","full-time year-round worker","middle_income","non-college","Non-white","Married","rural",3231
"2260","Male","Millennial","not ftyr","low_income","college","Non-white","Divorced/separated/widowed","urban",3224
"2261","Male","Silent","full-time year-round worker","upper_middle_income","non-college","Non-white","Divorced/separated/widowed","urban",3223
"2262","Male","Boomers","full-time year-round worker","high_income","college","White","Never married","rural",3215
"2263","Male","Gen X","not ftyr","high_income","non-college","Non-white","Married","rural",3210
"2264","Female","Gen X","not ftyr","high_income","non-college","White","Never married","rural",3167
"2265","Male","Gen X","full-time year-round worker","NA","non-college","White","Married","suburban",3166
"2266","Female","Silent","not ftyr","NA","college","White","Married","rural",3157
