"","puma","PUMAname","simple_density","logged_density","hholds"
"1075","0607703","San Joaquin County (South)--Tracy, Manteca & Lathrop Cities",1392.9836278478,822.408723913834,63295
"1076","2601001","Kent County (Southwest)",1078.19338912088,822.125764581803,55232
"1077","1202101","Collier County (Northwest)",933.21472955328,821.032678838809,50577
"1078","1301005","Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City",1007.75867667113,818.208800745901,59237
"1079","4702501","Nashville-Davidson (East)",965.536548128445,812.717784771742,65260
"1080","0606514","Riverside County (Northwest)--Jurupa Valley & Eastvale Cities",990.112337193466,811.766367148562,39848
"1081","3402002","Burlington County (West Central)",1107.0259125822,809.222718766034,59991
"1082","0102000","Montgomery City & Pike Road Town (North)",945.20485422634,804.51787118305,77364
"1083","4201807","Allegheny County (South)--Bethel Park Municipality & Jefferson Hills Borough",980.971312503166,801.411851026576,46656
"1084","1800103","Lake County (Central)",956.54662652759,801.387917157964,46203
"1085","4804301","Jefferson County (North Central)--Beaumont City",966.234614490668,800.920236063255,46088
"1086","0605915","Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch",1553.7239818255,799.182987527504,35555
"1087","1301003","Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South)",909.46762324235,798.066152054671,46639
"1088","4802317","Dallas County (South)--DeSoto & Lancaster Cities",952.895216254499,794.820273746929,36657
"1089","3400901","Middlesex County (Southeast)",1032.5259909823,793.660348617236,46266
"1090","3705003","Cumberland County (West)--Fayetteville City (West)",949.57370432885,790.929075506819,39545
"1091","0400100","Maricopa County--Gilbert (South) & Queen Creek Towns",955.276902417213,789.920215729866,42974
"1092","3603302","Suffolk County (Northwest)--Huntington Town (South)",916.915455181584,789.224904017485,33701
"1093","3401504","Morris County (South)--Morristown Town, Madison & Florham Park Boroughs",1116.48055836075,788.087335423059,44702
"1094","0601305","Contra Costa County (South)--San Ramon City & Danville Town",1086.22043414021,787.263173462235,44424
"1095","2000500","Wyandotte County--Kansas City",1096.34243932805,786.270330798884,59355
"1096","4001005","Oklahoma County (Southeast)--Oklahoma City (East Central)",1148.15156482466,785.926899530603,41359
"1097","4804622","Harris County (East)--Deer Park, La Porte (North) Cities & Channelview",1073.85488560207,785.138620741811,35621
"1098","1600800","Ada County (South)--Boise (South) & Kuna Cities",1471.079994449,783.634065386791,44644
"1099","3904602","Montgomery County (Northeast)--Huber Heights, Trotwood, Vandalia & Englewood Cities",954.548662268349,782.235047188705,53862
"1100","3400902","Middlesex County (Southwest)",1065.54184923346,778.126416269432,41001
"1101","0800807","Adams County (West Central)--Commerce City & Brighton Cities",1209.30748416896,777.820224834899,54070
"1102","1703007","Kane County (East)--St. Charles, Batavia (Central) & Geneva (Central) Townships",895.020272040769,776.924533681199,42646
"1103","2901804","St. Louis County (West)",1030.45070477965,776.732222057808,46177
"1104","4804625","Harris County (North)--Houston (North), Humble Cities & Atascocita",971.544396823136,775.862611082823,40623
"1105","4804702","Galveston County (Northwest)--League City & Friendswood City",886.47479572774,773.073461345889,55463
"1106","0900903","Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns",1110.02134877323,769.775258984407,45811
"1107","3701801","Winston-Salem City (North)",896.285802654706,767.127329906674,41734
"1108","0610701","Tulare County (Northwest)--Visalia City",1118.64368065029,764.706260989029,45696
"1109","4501204","Charleston, Berkeley & Dorchester Counties--North Charleston City",986.966739714952,761.886030388025,78643
"1110","3901500","Mahoning County (Northeast)--Youngstown City, Boardman & Austintown",952.646767170145,760.05726811009,81356
"1111","4703208","Memphis City (Southwest)",942.8149328369,759.639787080134,36452
"1112","3905507","Hamilton County (East)--Loveland, Montgomery Cities & Forestville",893.515135810329,759.473341625607,40440
"1113","3402103","Camden County (South & West)--Bellmawr & Pine Hill Boroughs",965.409098689356,758.682469124475,52954
"1114","2000601","Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities",1109.34613013883,752.686765443061,45248
"1115","0609502","Solano County (Central)--Fairfield & Suisun City Cities",1536.7518257759,750.187019998872,46984
"1116","2401105","Prince Georges County (East)--Bowie City, Kettering, Largo, Mitchellville & Lanham",963.573690931719,749.961879990492,61736
"1117","3401503","Morris County (East)--Lincoln Park Borough",975.875573762859,748.025253483691,40719
"1118","3701802","Winston-Salem City (South)",848.780363258354,744.318981774753,50300
"1119","3603304","Suffolk County (North Central)--Brookhaven Town (North)",857.36065327522,743.829981917429,37857
"1120","0600701","Butte County (Northwest)--Chico City",1429.14032718303,743.780428355192,45231
"1121","4804903","Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory",842.16865223686,741.299087615325,35019
"1122","0801001","Mesa County (Central)--Greater Grand Junction & Fruita Cities",961.569277552133,740.453347304128,53467
"1123","1304003","Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City",777.603152181379,739.768696872526,49297
"1124","1703309","Lake County (East Central)--Warren, Libertyville (North & East) & Shields Townships",851.697216214754,739.619129699798,51568
"1125","3703108","Mecklenburg County (South)--Matthews Town (South)",869.978741858366,739.15815975363,45325
"1126","1207104","Lee County (Central)--Greater Fort Myers City",912.429565616233,735.901038864956,43159
"1127","2902603","Greene County--Springfield City (South)",977.6696661207,734.215941315891,53967
"1128","0611300","Yolo County--Davis, Woodland & West Sacramento Cities",1699.15113505762,733.754368622841,72845
"1129","0101303","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",933.404343025252,733.43032606115,68711
"1130","1203302","Escambia County (South)",871.833258045426,732.738004645232,73008
"1131","4400300","Southeast Rhode Island--Newport & Bristol Counties--Newport City",1214.51783258533,726.403804431133,54942
"1132","1207102","Lee County (Northwest)--Cape Coral City",880.870916600715,723.466746895386,65342
"1133","4703205","Memphis (East), Lakeland Cities & Arlington Town (South)",1033.97722915682,723.383882434059,40830
"1134","1702801","Winnebago County (Southeast & West)--Rockford City",1171.3524592532,718.768149834804,79890
"1135","0611106","Ventura County (South Central)--Camarillo & Moorpark Cities",1281.74313623623,717.300236733534,42677
"1136","4200802","Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities",1543.90203369274,716.688006015301,49183
"1137","4203102","Montgomery County (Northeast)--Lansdale Borough",1054.19631260278,715.436330847423,46159
"1138","4202302","Cumberland County (East)",984.800708144085,715.230385374481,61544
"1139","1212703","Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities",978.474337866573,714.052967886324,60938
"1140","2000603","Johnson County (Southwest)--Olathe, Gardner, Spring Hill & Edgerton Cities",1051.55872353884,711.343494324319,55832
"1141","4801906","Collin County (Northwest)--Frisco City (East) & Prosper Town",1071.73379159035,710.998725981694,49190
"1142","2201500","Capital Region Planning Commission 2--East Baton Rouge Parish (South)",870.088480368099,710.989815301869,51234
"1143","5310503","Spokane County (East Central)--Greater Spokane Valley City",943.471735482579,709.999513628371,52777
"1144","1803300","Vanderburgh County--Evansville City",1062.89255389901,709.951101217398,74923
"1145","1207101","Lee County (South & West)--Barrier Islands Region",1007.53817308328,707.245299817254,56837
"1146","0800103","Larimer County (North)--Fort Collins City",1415.41538075094,706.958733279872,78631
"1147","2901808","St. Louis County (South)",944.255677591929,706.286226595435,53970
"1148","1211102","St. Lucie County (South)",788.577405963485,704.91482777196,66691
"1149","0200101","Anchorage Municipality (North)",1503.38454920894,702.989533344926,47315
"1150","1703306","Lake County (Northwest)--Avon, Lake Villa, Antioch & Grant Townships",871.628432624296,702.639639595297,55937
"1151","3501002","Do<f1>a Ana County (Central)--Las Cruces, Mesilla Cities & University Park",1070.42664933704,702.258387330447,42730
"1152","4202802","Lehigh County (South--Outside Allentown & Bethlehem Cities)--Emmaus Borough",1007.06711698036,701.44926768827,61474
"1153","4203402","Chester County (East Central)--West Chester Borough",1116.17798319981,701.060845679264,50961
"1154","3600402","Oneida County (Central)--Greater Utica & Rome Cities",1360.61705817258,697.76556264841,62786
"1155","0606506","Riverside County (Southwest)--Hemet City & East Hemet",1220.64040573501,697.561703227327,52208
"1156","4703206","Shelby County (Southeast)--Collierville Town & Germantown City",778.271616148019,695.302256871,46453
"1157","1305001","Atlanta Regional Commission (South Central)--Clayton County (South)",812.706430693695,694.997249495898,37021
"1158","5104101","Chesterfield County (East)--James River Region",835.921010276002,694.226828996465,40824
"1159","4935006","Salt Lake County--West Jordan (West), Herriman & South Jordan (West) Cities",1014.58161724988,694.036244188827,31973
"1160","2501901","Hampden County (West of Springfield City)--Westfield & Holyoke Cities",1149.26468271818,693.780303470419,58150
"1161","4806806","Hidalgo County (Southwest)--Mission City",833.097425069363,691.989382791712,31836
"1162","0606503","Riverside County (Southwest)--Temecula City",1223.40872136943,691.131226885171,42134
"1163","5310701","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",907.269367556866,690.653595053352,38632
"1164","5159304","Fairfax County (Southwest)--Centreville (Southeast) & Lorton",1157.79742272638,688.86445458323,34350
"1165","4911001","Davis County (North)--Layton, Clearfield, Kaysville, Syracuse & Clinton Cities",957.017824947074,688.563508774153,63284
"1166","4203304","Delaware County (West)",844.079166300706,688.315596665175,44764
"1167","3901600","Trumbull County (South Central)--Warren & Niles Cities",864.196954968138,686.583601842996,49442
"1168","0900304","Bristol, Southington & Burlington Towns",860.165820502746,685.923285186382,45039
"1169","5310702","Benton County (East Central)--Kennewick & Richland (South) Cities",971.000616659237,683.198962514667,41730
"1170","1301008","Atlanta Regional Commission (Central)--DeKalb County (South)",764.870323432214,683.14348470432,42706
"1171","2501902","Hampden County (East of Springfield City)--Chicopee City",945.073147661522,681.908161889218,49946
"1172","5311505","Pierce County (North Central)--Tacoma (Port) & Bonney Lake (Northwest) Cities",872.79220956165,681.864635190136,42614
"1173","5570301","Waukesha County (Central)",951.83780663461,681.760450376735,50399
"1174","1901500","Polk (Southwest) & Dallas (East) Counties--West Des Moines & Urbandale Cities",963.42029320478,674.043715618313,75586
"1175","1209501","Orange County (Northwest)",923.651777257451,673.680447561715,46700
"1176","3100702","Sarpy County--Bellevue City",981.655051090084,671.935516057514,63851
"1177","2201201","Acadiana Regional Development District 4--Lafayette Parish (South)",839.227453892737,671.257073650831,45377
"1178","3800500","Cass County--Fargo City",1482.51393674208,669.371912409014,73039
"1179","0101600","Tuscaloosa & Northport (Southeast) Cities",784.498890446156,667.964879567515,41600
"1180","4804607","Houston City (Northeast)--Between Loop I-610 & Beltway TX-8",743.366559007646,666.011206261621,37087
"1181","4803602","Brazos Valley COG--Brazos County--College Station & Bryan Cities",1314.72990400356,665.37502884885,77480
"1182","1208103","Manatee County (South)",1030.07527485551,664.25507478113,46925
"1183","0606515","Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",1009.58989090212,657.752096162839,62504
"1184","4911002","Davis County (South)--Bountiful, Farmington & North Salt Lake Cities",965.671266391904,655.050063849053,38138
"1185","2901701","St. Charles County (South)",950.582292351463,654.605397923857,41159
"1186","0100301","Huntsville (North) & Madison (East) Cities",736.408491504478,651.512545363645,50532
"1187","3602802","Dutchess County (Southwest)",1075.52108440086,649.346025073881,61248
"1188","4805305","Austin City (Northwest)",877.99818783112,648.634341449497,46071
"1189","3401501","Morris County (North)--Dover Town & Kinnelon Borough",894.659468874207,647.841327128603,48280
"1190","4805301","Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch",1034.97275775604,645.79578467504,45682
"1191","3701206","Wake County (Northwest)--Raleigh City (Northwest) & Morrisville Town",873.367390612553,645.656430202561,46343
"1192","5311502","Pierce County (Northwest)--Peninsula Region & Tacoma City (West)",1049.50883097192,643.915570688474,45535
"1193","3200103","Washoe County (North)--Sparks City",1498.79184329037,643.871035721755,53215
"1194","4201801","Allegheny County (West)",1107.60614924499,642.487426502123,46647
"1195","2901004","Jackson County (South Central)",743.942602810789,640.271376676672,39182
"1196","2901702","St. Charles County (Northwest)",828.896302586118,639.753595590027,49076
"1197","1301700","River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties",874.724793670541,635.830576403248,75684
"1198","5510000","Kenosha County",1165.61442827244,635.226342457352,63286
"1199","0606512","Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",1046.50250558959,633.532117915869,31020
"1200","3200412","Clark County (South)--Henderson (East) & Boulder Cities",1518.15660500678,633.529930621914,59239
"1201","0400111","Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town",1369.4725711815,632.803129774925,49486
"1202","0400203","Pima County (North Central)--Oro Valley Town",920.937930411783,632.796781466085,46926
"1203","4203101","Montgomery County (Northwest)--Pottstown Borough",1036.99273545435,629.570209536957,52773
"1204","4802506","Tarrant County (South Central)--Fort Worth City (Southeast)--South of I-20",821.137919725938,626.233104240226,38989
"1205","4805915","Bexar County (North)--San Antonio City (Far North) & Timberwood Park",804.278815910809,625.653145884893,39616
"1206","3900903","Cuyahoga County (South)--Broadview Heights, North Royalton & Strongsville Cities",700.877978822634,625.128954059483,46341
"1207","4806803","Hidalgo County (South Central)--Pharr, San Juan & Hidalgo Cities",775.89558364064,623.033650691495,35632
"1208","1210501","Polk County (Northwest)",875.917487409576,620.825376920717,67265
"1209","0606502","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",1251.7387208833,618.198862292166,57939
"1210","0604702","Merced County (Northeast)--Merced & Atwater Cities",1044.57370949248,615.863107488239,47430
"1211","4500103","Greenville County (North Central & Outside Greenville City)--Wade Hampton & Berea",713.654092002717,615.007457933698,63065
"1212","1303600","Northeast Georgia Regional Commission (Central)--Clarke County--Athens City",843.894723058534,613.535663320719,46291
"1213","0800700","Pueblo County (North)--Pueblo City & Pueblo West",1204.81261192243,613.383288497727,60456
"1214","0400204","Pima County (Northeast)",810.061998944506,612.117214476342,45623
"1215","3703107","Mecklenburg County (East)--Mint Hill & Matthews (North) Towns",689.739162685237,608.915679939082,45937
"1216","2500301","Worcester County (Northeast)--Leominster, Fitchburg & Gardner Cities",1010.04762681047,608.450686648058,46648
"1217","3600906","Monroe County (South)",813.753152005856,607.228389483559,68015
"1218","4000900","Cleveland County--Norman, Oklahoma City (South) & Moore Cities",1088.74800435223,606.891104152043,103028
"1219","3701203","Wake County (Northeast)--Raleigh City (Northeast), Wake Forest & Rolesville Towns",706.813153905514,604.367537036931,42747
"1220","2700500","St. Louis County (Southeast)--Duluth, Hermantown & Proctor Cities",1119.86490969916,603.41276840715,41928
"1221","1304005","Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City",626.974016333812,603.2006296193,40420
"1222","1200904","Brevard County (Southeast)--Palm Bay City, Grant-Valkaria & Malabar Towns",789.343376678231,603.193969528746,49920
"1223","0607901","San Luis Obispo County (West)--Coastal Region",1068.47649229003,600.247607679641,66264
"1224","0900303","West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns",943.243289722852,600.054230230292,63589
"1225","0606505","Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities",856.111687118047,598.976995712407,59902
"1226","0900306","Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns",735.022247870798,597.594096817189,47743
"1227","3703106","Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",719.352131259555,596.757478188507,58139
"1228","0900105","Stratford, Shelton, Trumbull, Newtown & Monroe Towns",908.019330544059,596.583940711034,65137
"1229","1700105","Rock Island County",1075.77755831383,596.357861865977,60064
"1230","0609503","Solano County (Northeast)--Vacaville & Dixon Cities",1303.33489452219,595.84229015595,46919
"1231","4957001","Weber County (West)--Roy, North Ogden, Ogden (Northwest) & West Haven Cities",936.821427231324,594.966427768445,43541
"1232","4701604","Knox County (West)--Farragut Town",720.955446742814,593.466247813915,59239
"1233","2401204","Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater",1064.70088705962,592.557212884303,53903
"1234","5501501","Winnebago County",1093.32008916967,591.357946601274,69759
"1235","0601309","Contra Costa County (East)--Brentwood & Oakley Cities",872.703659012,588.824631666622,37179
"1236","3701302","Durham County (North)--Durham City (North)",899.387361141049,587.715158380965,52644
"1237","5311802","Kitsap County (South)--Bremerton & Port Orchard Cities",1080.99692091681,587.57516707876,50848
"1238","0605500","Napa County--Napa City",1326.88361154684,587.277732072541,49044
"1239","3901100","Lake County (East)--Mentor, Painesville Cities & Madison Village",779.252622567141,587.149012933092,42732
"1240","1209910","Palm Beach County (Central)--Wellington Village & Agricultural Reserve",798.151034791209,586.31221418116,39617
"1241","2701202","Washington County (South)--Woodbury & Cottage Grove Cities",759.852080777817,584.388164043553,43191
"1242","4802003","Denton County (South Central)--Flower Mound Town & Highland Village City",828.146437578134,581.945227912007,45321
"1243","5151224","Henrico County (South & East)--Highland Springs, East Highland Park & Glen Allen",762.154342050904,581.401127659976,58258
"1244","4804701","Galveston County (Central, South & East)--Galveston, Texas City & La Marque Cities",1162.88319219612,580.417836955724,61992
"1245","3703002","Gaston County (Southeast)--Gastonia & Belmont Cities",657.734962604005,577.872097236576,41730
"1246","1703602","McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships",722.308660367528,577.706252659249,63699
"1247","1900900","Scott County--Davenport City",993.051238869389,576.658734850914,67100
"1248","4800200","Panhandle Regional Planning Commission--Potter County--Amarillo City (North)",1019.41959904163,576.51985958973,43453
"1249","5530000","Racine County",1098.26975911179,575.963433193874,75640
"1250","4801502","East Texas COG (Central)--Smith County (West)--Tyler City",792.581970801288,572.329578313532,41217
"1251","1801200","Tippecanoe County--Lafayette & West Lafayette Cities",1165.617484184,571.535866063767,68771
"1252","1206902","Sumter (North) & Lake (North) Counties",739.89521637951,571.105373868018,72373
"1253","1209510","Orange County (Northeast)",922.098549941423,570.92663038693,42724
"1254","1207105","Lee County (Southeast)--Bonita Springs City & Estero (East)",730.771264255098,569.344999226331,45190
"1255","0800802","Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town",1016.48423584234,567.7193581607,63355
"1256","4804630","Harris County (Far North)--Tomball City & The Woodlands (Southwest)",617.910882207774,564.22695980256,42834
"1257","0606501","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",1176.80457208934,560.176879478245,57776
"1258","3905401","Butler County (Southeast)--Monroe City & Beckett Ridge",625.167924546591,560.099814319817,39919
"1259","5104102","Chesterfield County (Central)--Chester & Rockwood",613.59224372594,559.799762805139,43317
"1260","2603205","Wayne County (Southwest)",877.994156319445,559.246882014099,41318
"1261","3905600","Clermont County (West)",654.591485646791,558.362301121374,50259
"1262","3905302","Warren County (West)--Mason, Franklin & Springboro (West) Cities",668.912020092021,557.944990980997,41148
"1263","4702002","Hamilton County (South)--Chattanooga (North) & Red Bank Cities",642.482109336541,556.646943183166,46344
"1264","3904109","Franklin County (South)--Columbus (South), Grove Cities & Groveport Village",741.315063652662,556.428640903699,41088
"1265","4800300","Panhandle Regional Planning Commission--Randall County--Amarillo City (South)",1185.41770347841,552.803658970951,49118
"1266","0605301","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities",1474.10901101472,551.267818993415,64503
"1267","3402302","Mercer County (North)--Princeton Borough",788.195200917329,550.658404780686,51984
"1268","5570201","Waukesha County (East)",654.083396790462,548.831725956994,62419
"1269","3401002","Somerset County (South)",814.609534341778,548.200016993117,37977
"1270","2501300","Billerica, Andover, Tewksbury & Wilmington Towns",607.309086238953,546.971038930914,46357
"1271","4804623","Harris County (East)--Baytown City",769.891527775421,545.772555287448,37098
"1272","4203002","Bucks County (Central)",762.500143693738,545.10594868946,52708
"1273","0607102","San Bernardino County (West Central)--Victorville & Adelanto Cities",735.027827245244,544.493942026623,44700
"1274","1303101","Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities",612.292342775446,542.954016348827,40720
"1275","3702201","Buncombe County (Southeast)--Asheville City",694.127730514824,542.910734803085,55313
"1276","1303003","Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City",580.86669408871,542.469437058795,45591
"1277","3900300","Lucas (West) & Wood (North Central) Counties--Perrysburg, Sylvania & Maumee Cities",708.469798379516,539.673617900195,60372
"1278","2503500","Norfolk (Northeast) & Middlesex (Southeast) Counties (West of Boston City)",687.297528791504,535.534204607285,37085
"1279","0608506","Santa Clara County (East)--Gilroy, Morgan Hill & San Jose (South) Cities",1036.73423655681,535.298793028992,37328
"1280","1210104","Pasco County (South)",634.061528147604,528.79666798348,46912
"1281","5500103","Dane County (West)",964.627503146635,528.65130806544,87673
"1282","4802516","Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities",715.192112333835,528.434225705221,46924
"1283","3600702","Onondaga County (North)",774.365794445166,526.440822765262,50982
"1284","1600600","Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities",720.938152286133,526.426917797638,44003
"1285","4203401","Chester County (North)--Phoenixville Borough",938.670308227352,525.878321037901,42770
"1286","3601801","Saratoga County (South & Central)",812.189494414532,523.409973161495,46574
"1287","3600703","Onondaga County (Central)--Syracuse City (Outer)",744.753664045851,522.603897229245,65647
"1288","0400700","Yuma County--Yuma City",1031.83834124879,521.765936915594,71670
"1289","2000700","Douglas County--Lawrence City",1131.1600952939,521.169003919715,44945
"1290","4702502","Nashville-Davidson (North)",773.956959998594,520.51909437307,44329
"1291","4001203","Tulsa County (North)--Tulsa (North) & Owasso Cities",784.065085503199,518.990289109876,44574
"1292","4804624","Harris County (Northeast)--Houston City (Far Northeast)",797.35234603229,518.503197114418,42535
"1293","2400901","Howard County (West)--Columbia (West) & Ellicott City (Northwest)",916.80198516033,517.41909393437,48243
"1294","0900100","Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns",869.860302439347,515.936387856048,61766
"1295","4200801","Luzerne County (East)--Kingston Borough",1062.34004107224,515.655531685171,53831
"1296","4805204","Capital Area COG--Williamson County (West)--Cedar Park & Leander Cities",809.251429312679,515.356179519819,43430
"1297","0610702","Tulare County (West Central)--Tulare & Porterville Cities",1062.83692584889,514.768040673494,44546
"1298","1304000","Central Savannah River Area Regional Commission (East Central)--Richmond County",701.915863798109,512.711594913291,72361
"1299","4501102","Horry County (Southeast)--Myrtle Beach, North Myrtle Beach Cities & Socastee (East)",626.2455060547,512.655177394331,69570
"1300","4400101","Northwest Rhode Island--Providence County (West & Central)--Woonsocket City",1206.6498488314,509.515706820929,56520
"1301","1703107","Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships",578.522288790153,508.341898435324,41900
"1302","3602901","Orange County (Northeast)--Greater Newburgh City",1011.06927188299,507.636538016226,42423
"1303","3905501","Hamilton County (West)--Mack & Dent",739.126016613503,505.497055623493,42405
"1304","4202002","Westmoreland County (Southwest)--Greensburg City",835.959101914534,503.798607468598,64270
"1305","3603306","Suffolk County (South Central)--Brookhaven Town (South)",628.025316859406,503.446009393477,43513
"1306","4203504","Lancaster County (Southwest)--Columbia Borough",685.261890070451,502.725513400043,51186
"1307","1209100","Okaloosa County",894.729533953636,501.778647653234,76574
"1308","1702100","Champaign County--Champaign & Urbana Cities",1600.18175438062,501.251914238935,81418
"1309","1200901","Brevard County (Northwest)--Titusville, Rockledge & Cocoa Cities",697.622316584329,497.948233298495,74245
"1310","0901101","New London County (South)",871.794820915512,494.092539589993,54664
"1311","1208500","Martin County",797.628582583295,493.035514224526,63497
"1312","0604101","Marin County (North & West)--Novato & San Rafael (North) Cities",887.090986063423,492.954172726671,44385
"1313","3701704","Guilford County (South)--High Point City",654.777196858307,491.531521438525,52578
"1314","0900101","Fairfield, New Canaan, Wilton, Weston & Easton Towns",750.489959398757,490.885175261083,39595
"1315","4803100","Permian Basin Regional Planning Commission (Central)--Ector County--Odessa City",908.29197641028,490.645771284075,51475
"1316","1209509","Orange County (Southeast)",820.945143835568,490.498722194399,46672
"1317","1304004","Atlanta Regional Commission (Northeast)--Gwinnett County (East)",590.365273917164,488.969630077532,35515
"1318","1210102","Pasco County (West Central)",738.171236173941,488.764973780374,44160
"1319","4702402","Rutherford County (South)--Murfreesboro City",879.008147922,487.738166044376,59909
"1320","1802800","Monroe County--Bloomington City",1080.9634432804,487.151819187328,55014
"1321","3701208","Wake County (Southwest)--Apex & Holly Springs Towns",639.392770381443,486.786393394676,41239
"1322","4500602","Lexington County (North & East)--West Columbia, Cayce Cities, Irmo Town & Seven Oaks",621.04613304646,485.28890195126,51920
"1323","2601702","Genesee County (Central, Outside Flint City)",581.259215747649,483.624650999913,42286
"1324","3602002","Albany County (Outside Albany City)",873.251294528329,482.840296871902,80448
"1325","0609903","Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities",1142.47055518878,481.166921724279,60032
"1326","0800300","Weld County (South Central)--Greeley, Windsor & Evans Cities",1060.13045991519,479.147884009292,67984
"1327","4803000","Permian Basin Regional Planning Commission (Central)--Midland County--Midland City",1063.07375405637,478.02247429683,55045
"1328","1208101","Manatee County (North)",685.999677452558,477.839421633841,44494
"1329","2504200","Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns",741.147562413738,477.49461929869,47500
"1330","1304002","Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City",492.076518665638,477.19320923453,37952
"1331","1701205","Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village",782.729690668908,476.207295044182,60215
"1332","1701701","Peoria County--Peoria City",923.543279796495,474.210687952068,74515
"1333","4806804","Hidalgo County (North Central)--Edinburg City",673.911370233244,473.487585675884,32874
"1334","0400803","Pinal County (North)--Apache Junction City",985.649546895742,472.702857057207,50793
"1335","1901000","Linn County--Cedar Rapids City",859.12357469101,469.835922733262,89061
"1336","3703200","Cabarrus County (West)--Concord, Kannapolis Cities & Harrisburg Town",546.059940579638,468.984364398869,52391
"1337","1205708","Hillsborough County (South County)",700.732165164409,467.804661088,75655
"1338","4500502","York County (East)--Rock Hill City & Fort Mill Town",597.687871658515,467.280418243712,50493
"1339","2902001","Jefferson County (North)",580.553255475747,466.942072363675,41796
"1340","0609901","Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities",925.176805188429,466.761863001269,33291
"1341","1701104","St. Clair County (Central & Northeast)",782.66082136257,466.523148961019,58794
"1342","4101321","Washington County (West)--Forest Grove, Cornelius Cities, Bethany & Oak Hills",1187.83354006465,463.152503770377,38038
"1343","3400503","Passaic County (North)--Ringwood, Wanaque & Pompton Lakes Boroughs",779.873940257013,460.597852654875,37381
"1344","4500301","Spartanburg County (Central)--Spartanburg City",531.543749131493,459.79647812159,47325
"1345","4202001","Westmoreland County (Northwest)--Murrysville Municipality & New Kensington City",885.205261615239,451.706022121911,42742
"1346","4001004","Oklahoma County (East)--Midwest, Del & Oklahoma City (Northeast) Cities",781.120803545352,450.959272348165,46846
"1347","1801803","Hamilton County (East)--Noblesville City & Fishers Town (East)",579.490522576097,450.103287611675,42398
"1348","1211704","Seminole County (East)",653.122657739334,449.705665795673,37901
"1349","2701103","Anoka County (East)--Blaine, Lino Lakes & Ham Lake Cities",679.971923024426,449.262277395989,42677
"1350","4805914","Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities",639.842821781194,449.136938820508,40036
"1351",NA,NA,1205.70633062714,448.78361571862,993
"1352","0400132","Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities",650.708021298188,448.60222230891,37218
"1353","0900906","East Haven, Branford, Guilford, Madison & North Branford Towns",634.754803444929,445.712193351295,44303
"1354","4949004","Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities",709.9243880193,444.159950872663,41306
"1355","1211101","St. Lucie County (North)",667.68609932456,443.772789880631,43352
"1356","5151090","Thomas Jefferson Planning District Commission (North)",1086.90607585706,443.54363142027,50121
"1357","2102500","Northern Kentucky Area Development District (Northwest)--Boone County",712.068353243082,442.840432886874,46095
